food_name,food_category,packaging_type,storage_location,is_opened,days_to_expire,days_since_opened,sisa_hari,label
Sosis Ayam,Produk Protein,Plastik,,no,3,0,3.0,soon
KEJU MOZZARELLA,produk olahan susu,Plastik,Chiller,1,46,,3.0,Soon
Susu UHT Low Fat,Produk Olahan Susu,Karton,Chiller,1,40,4,1.0,Soon
Sarden Tomat,Produk Kaleng,Kaleng,Outside,1,1011,3,-1.0,Expired
Sosis Bebek,Produk Protein,Plastik,,0,50,0,50.0,Fresh
Teh Kotak Jasmine,Produk Minuman,Karton,Suhu Ruangan,1,143,2,-1.0,kadaluarsa
Sereal Muesli,Produk Kering,Karton,Outside,1,322,33,-3.0,Expired
Ikan Salmon,Produk Kaleng,KALENG,Outside,0,297,0,297.0,Fresh
Ikan Makerel,produk kaleng,Kaleng,Outside,0,,0,529.0,Fresh
Keju Cream Cheese,,Karton,Chiller,1,,4,10.0,Fresh
Sosis Ayam,Produk Protein,,,0,23,0,23.0,Fresh
Yogurt Plain,,Plastik,Kulkas,1,24,2,3.0,Soon
Nanas Kaleng,Produk Kaleng,Tin Can,Outside,0,699,0,699.0,Fresh
Air Soda,Produk Minuman,Plastik,,0,113,0,113.0,Fresh
Susu Bubuk Skim,Produk Olahan Susu,Carton,Outside,1,35,24,6.0,Soon
Yogurt Stroberi,Produk Olahan Susu,Plastik,Chiller,0,21,0 days,21.0,Fresh
Buah Cocktail ,Produk Kaleng,Can,Outside,0,219,0,219.0,Fresh
Susu UHT Vanila,Produk Olahan Susu,,Chiller,0,240,0,240.0,Fresh
Mie Instan Goreng,Produk Kering,Plastik,Outside,1,150,3,-3.0,
mie instan soto,Produk Kering,,room temp,false,333,0,333.0,Fresh
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Outside,1,1072,6,-4.0,Expired
Cola Original,Produk Minuman,Kaleng,Outside,1,227,6,-5.0,Expired
Biskuit Marie,Produk Kering,Plastick,,1,71,7,0.0,Expired
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,53,0,53.0,Fresh
Kornet Ayam,Produk Kaleng,Kaleng,Outside,0,477,0,477.0,Segar
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,No,14,0,14.0,Fresh
Soda Jeruk,Produk Minuman,Kaleng,Outside,1,357,4,-3.0,Expired
Cola Original,Produk Minuman,kaleng ,Outside,0,159,0,159.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,,0,43,0,43.0,Fresh
Ikan Makerel,Produk Kaleng,Tin,Outside,0,186,0,186.0,Fresh
Biskuit Sandwich,Produk Kering,Plastik,Outside,0,31,,31.0,Fresh
Keju Mozzarella ,Produk Olahan Susu,Plastik,Chiller,0,54,0,54.0,Fresh
Ikan Makerel,Produk Kaleng,Kaleng,Outside,0,502,0,-50.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,Room Temp,1,283,15,-1.0,Expired
Sosis Frozen,protein,Polimer,Freezer,1,100,5,-2.0,Expired
Teh Kotak Jasmine,Prod. Minuman,Karton,Outside,1,291,6,-5.0,Expired
Buah Cocktail,Produk Kaleng,Kaleng,room temp,1,235,5 days,-2.0,Expired
Jus Sirsak,Prod. Minuman,carton,Chiller,1,178,6,-3.0,Expired
Nugget Ayam,Produk Protein,Plastik,Freezer,1,21,8,-5.0,Expired
yogurt mangga,Produk Olahan Susu,Plastik,Chiller,0,26,0,26.0,Fresh
SOSIS BEBEK,Produk Protein,Plastik,Chiller,0,90,0,90.0,
Air Soda,Produk Minuman,PLASTIK,,0,36,0,36.0,Fresh
Susu Bubuk Bayi,Produk Olahan Susu,Karton,room temp,1,280,14,16.0,Fresh
Kornet Sapi,Produk Kaleng,,Outside,1,889,7,-4.0,Expired
Susu UHT Low Fat,Produk Olahan Susu,Karton,Chiller,1,62,5,0.0,Expired
Soda Lemon,Produk Minuman,Kaleng,Outside,0,15,0,15.0,Fresh
Nugget Ikan,Produk Protein,Plastik,Freezer,0,120,0,120.0,Fresh
Minuman Energi,Prod. Minuman,Kaleng,Outside,1,339,1,0.0,EXPIRED
Sereal Coklat,Produk Kering,Karton,Outside,0,271,0,271.0,Fresh
Sosis Bebek,Produk Protein,Plastik,Chiller,0,44,0,44.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,0,29,0,29.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,Freezer,1,172,2,1.0,Soon
Sarden Cabai,Produk Kaleng,Kaleng,Outside,0,1063,0,1063.0,Fresh
Keju Edam,Produk Olahan Susu,,,1,95,19,2.0,Soon
Persik Kaleng,Produk Kaleng,Kaleng,,1,663,6,-3.0,Expired
Susu Kedelai,PRODUK OLAHAN SUSU,Karton,refrigerator,0,239,0,239.0,ok
Buah Cocktail,Produk Kaleng,KALENG,Outside,1,508,3,0.0,Expired
Biskuit Crackers,Produk Kering,Plastik,,0,79,0,79.0,Fresh
Yogurt Minum Probiotik,Dairy,Botol Kaca,Chiller,1,15 hari,5,-2.0,Expired
Air Soda,Produk Minuman,Plastik,Outside,0,175,0,175.0,OK
Biskuit Oatmeal,Dry Food,Plastik,Outside,0,,0,26.0,Fresh
Kornet Ayam,Produk Kaleng,Kaleng,Outside,1,658,5,-2.0,Expired
Sereal Cornflakes,Produk Kering,Karton,Outside,True,223,27,,Soon
Mangga Kaleng,,Kaleng,Outside,0,131,0,131.0,Fresh
Jus Apel,Produk Minuman,Karton,Chiller,0,19,0,-999.0,Fresh
Yogurt Greek,Produk Olahan Susu,Plastik,,1,4 hari,8,-3.0,EXPIRED
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,1,185,,7.0,Soon
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,,10,-5.0,Expired
Susu UHT Low Fat,Produk Olahan Susu,Karton,Chiller,0,108,0,108.0,Fresh
Minuman Isotonik,Produk Minuman,Plastik,Outside,,52,1,-50.0,Kadaluarsa
Air Soda,Produk Minuman,Plastik,Outside,1,76,5,-4.0,Expired
Mie Instan Soto,Kering,Plastik,,1,186,1,-1.0,Basi
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,7,3,0.0,Expired
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,1,354,22,8.0,Fresh
Sereal Granola,Produk Kering,carton,Outside,,115,0,115.0,Fresh
Yogurt Minum Probiotik,Produk Olahan Susu,BOTOL KACA,Chiller,1,10 hari,5,-2.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,1,19,8,-5.0,Expired
Biskuit Mentega,Produk Kering,Kaleng,suhu ruangan,0,238,0,238.0,FRESH
Sereal Muesli,Produk Kering,Karton,Outside,0,33,0,33.0,Fresh
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,1,124,6,-5.0,Expired
Sereal Granola,Produk Kering,Karton,Outside,1,356,2,28.0,Fresh
Sereal Cornflakes,Produk Kering,KARTON,OUTSIDE,1,159,24,6.0,Soon
	Minuman Energi,Produk Minuman,Kaleng,Outside,0,251,0,251.0,Fresh
Soda Lemon,Produk Minuman,Kaleng,Outside,1,124,5,-4.0,Expired
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,28,3,0.0,Dead
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,0,59,0,59.0,Fresh
Kornet Ayam,Produk Kaleng,can,Outside,0,1032,0,1032.0,OK
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,302,5,-5.0,Expired
Biskuit Crackers,Produk Kering,Plastik,Outside,0,144,0,144.0,Fresh
Persik Kaleng,Produk Kaleng,Kaleng,Outside,1,605,2,1.0,Soon
Minuman Energi,Produk Minuman,Kaleng,Outside,1,58,3,-2.0,Expired
Keju Mozzarella,Dairy,Plastik,Chiller,0,47,0,47.0,Fresh
Leci dalam Sirup,Produk Kaleng,Kaleng,Outside,0,160,0,160.0,Fresh
Biskuit Wafer,Prod. Kering,Plastic,Outside,1,149,4,1.0,Soon
Sarden Tomat,Produk Kaleng,Kaleng,Outside,1,653,7,-5.0,Expired
	Jus Nanas,Produk Minuman,Karton,,0,35,0,35.0,Fresh
Biskuit Marie,Produk Kering,Plastik,Outside,1,28,11,-4.0,Expired
SEREAL COKLAT,Produk Kering,Karton,Outside,1,225 hari,8,13.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,Dingin,0,38,0,38.0,Fresh
Buah Cocktail,Produk Kaleng,Kaleng,Outside,0,676,0,676.0,Fresh
Ikan Makerel,Produk Kaleng,,Outside,1,65,1,1.0,Warning
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,0,18,0,18.0,Fresh
Jus Mangga,Produk Minuman,Karton,Dingin,0,24 hari,0,24.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,1,591,3,0.0,Expired
Susu Bubuk Skim,Produk Olahan Susu,Karton,Outside,1,718,20,10.0,Fresh
Jus Jambu,beverage,Karton,Chiller,,53,0,53.0,Segar
Sereal Cornflakes,Produk Kering,KARTON,Outside,1,238,32,-2.0,Expired
Sosis Bebek,Produk Protein,Plastik,kulkas,0,32,0,32.0,Fresh
Keju Mozzarella,Produk Olahan Susu,Plastik,Chiller,0,,0,37.0,Fresh
Susu UHT Vanila,dairy,Karton,Chiller,1,37,6,-5.0,Expired
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,0,109,,109.0,Fresh
Jus Jeruk,Produk Minuman,Karton,,1,128,9,-4.0,Expired
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,0,12,0,12.0,fresh
Mangga Kaleng,Produk Kaleng,Kaleng,outside,0,694,0,694.0,Fresh
Sarden Tomat,Produk Kaleng,Kaleng,Outside,0,294,0,294.0,Fresh
Nugget Sayuran,Produk Protein,Plastik,,1,39,3,0.0,Expired
Yogurt Stroberi,,Plastik,Chiller,No,27,0,27.0,Fresh
Biskuit Wafer,Produk Kering,Plastik,Outside,1,163,1,4.0,Soon
Yogurt Greek,Produk Olahan Susu,Plastik,,0,11,0,11.0,Fresh
Sosis Ikan,Protin,Plastik,Refrigerator,1,12,6,9999.0,Expired
Sosis Bebek,Produk Protein,plastik,fridge,1,73,8,-1.0,Expired
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,10 hari,3,0.0,Expired
Susu Bubuk Coklat,,Karton,Outside,0,94,0,94.0,Fresh
Persik Kaleng,Produk Kaleng,Kaleng,,1,48,7,-4.0,Expired
Nugget Sayuran,Produk Protein,Plastik,Freezer,0,83,0,83.0,Fresh
Susu UHT Low Fat,Produk Olahan Susu,karton,Chiller,1,91,7,-2.0,Expired
Biskuit Mentega,Produk Kering,Kaleng,Outside,Yes,93,17,-3.0,Expired
Keju Edam,Produk Olahan Susu,Plastik,Kulkas,1,56,2,19.0,Fresh
Soda Lemon,PRODUK MINUMAN,Kaleng,Outside,1,135,2,-1.0,Expired
Yogurt Blueberry,Prod. Susu,Plastik,Chiller,0,2,0,2.0,Soon
Mie Instan Goreng,,Plastik,Outside,1,2,4,-4.0,Expired
Nugget Sayuran,Produk Protein,Plastik,Freezer,1,10,,0.0,Expired
Ikan Makerel,Produk Kaleng,Kaleng,Outside,0,446,0 days,446.0,Fresh
Susu Pasteurisasi,,Plastik,Chiller,1,9,5,-2.0,Expired
Sosis Sapi,Produk Protein,Polimer,kulkas,0,55,0,55.0,Fresh
Sosis Ayam,Produk Protein,Plastik,Chiller,0,49,0,49.0,Fresh
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,0,237,0,237.0,Fresh
Susu UHT Low Fat,Produk Olahan Susu,Karton,Chiller,1,120,1,4.0,Soon
 Biskuit Wafer,Produk Kering,Plastik,Outside,No,99,0,99.0,Fresh
Susu Kental Manis Putih,Produk Olahan Susu,Kaleng,Chiller,1,473,10,4.0,Soon
Teh Botol,Produk Minuman,Botol Kaca,Outside,Yes,258,5,-2.0,Expired
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,0,,0,38.0,Fresh
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,1,63,26,4.0,Soon
Sarden Tomat,Produk Kaleng,Kaleng,Outside,0,884,0,884.0,Fresh
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Kulkas,1,329,4,10.0,Fresh
Biskuit Oreo,Produk Kering,Plastik,outside,0,159,0,159.0,Fresh
Cola Zero Sugar,,Kaleng,Outside,0,325,0,325.0,Fresh
Cola Original,Minuman,Can,Outside,0,233,0,233.0,Fresh
BISKUIT WAFER,Produk Kering,Plastik,Outside,0,72,0,72.0,Fresh
Biskuit Digestive,Produk Kering,Plastic,Outside,0,321,0 days,321.0,Fresh
Susu Bubuk Full Cream,Prod. Susu,Karton,Outside,1,679,26,4.0,Soon
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,1,17,1,4.0,SOON
Ikan Salmon,Produk Kaleng,Kaleng,Outside,1,72,3,-1.0,Expired
Sereal Oat,Produk Kering,Karton,Outside,,48,26,4.0,Soon
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,fridge,1,247,19,-5.0,basi
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,1,400,7,,Expired
Susu Almond,Produk Olahan Susu,Karton,Chiller,1,69,7,-2.0,Expired
Sereal Coklat,Produk Kering,Karton,Outside,1,,14,7.0,Soon
Keju Parmesan,Produk Olahan Susu,Plastik,Dingin,1,356,10,20.0,Fresh
Mie Instan Ayam,Produk Kering,Plastik,Outside,1,44,5,-5.0,Expired
 Sosis Sapi,Produk Protein,Plastic,Chiller,1,45,10,-5.0,Expired
Sosis Frankfurter,PRODUK PROTEIN,Plastick,Chiller,1,79,1,6.0,Soon
Nugget Ikan,produk protein,Plastik,Freezer,0,9,0,9.0,Fresh
Susu Kental Manis Coklat,Prod. Susu,Kaleng,Chiller,0,242,0,242.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,2,3,2.0,Soon
Ikan Salmon,Produk Kaleng,Kaleng,Outside,0,829,0,829.0,Fresh
Sosis Ayam,Produk Protein,Plastik,refrigerator,1,46,3,2.0,warning
Nugget Sapi,Produk Protein,Plastik,Freezer,1,83,4,-1.0,Expired
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,1,255,5,-2.0,Kadaluarsa
Teh Botol,Produk Minuman,Botol Kaca,,0,204,0,204.0,Fresh
KEJU PARMESAN,Produk Olahan Susu,PLASTIK,Chiller,1,271,,9.0,Fresh
Mie Instan Goreng,Kering,plastic,Suhu Ruangan,0,15 hari,0,15.0,Fresh
Jagung Manis Kaleng,,Kaleng,chiller,1,144,7,-4.0,Expired
Jagung Manis Kaleng,Produk Kaleng,Kaleng,Chiller,0,408,0,408.0,Fresh
Leci dalam Sirup,Produk Kaleng,Kaleng,Outside,0,414,0,414.0,Fresh
Jus Mangga,Produk Minuman,Karton,Chiller,0,57 hari,0,57.0,Fresh
Susu Almond,Produk Olahan Susu,Karton,kulkas,Tidak,204,,204.0,FRESH
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,0,19,0,19.0,Fresh
Susu UHT Coklat,Produk Olahan Susu,Karton,Chiller,0,227,0,9999.0,Fresh
Biskuit Oreo,Produk Kering,Plastik,Outside,0,,0,128.0,Fresh
Sosis Ikan,Produk Protein,Plastik,Chiller,1,39,2,1.0,
Sosis Ayam,Produk Protein,Plastik,Chiller,1,26 hari,1,4.0,Soon
Jus Nanas,Produk Minuman,Karton,Chiller,1,,9,-4.0,Expired
Kornet Ayam,Produk Kaleng,Kaleng,Outside,1,700,6,-3.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,1,17,1,2.0,
Susu Evaporasi,Olahan Susu,Kaleng,Chiller,0,,0,,
Nugget Udang,Prod. Protein,Plastik,Freezer,1,90,4,-1.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,refrigerator,0,3,0,3.0,Soon
Buah Cocktail,PRODUK KALENG,Kaleng,Outside,1,302,6,-3.0,Expired
Yogurt Plain,Produk Olahan Susu,PLASTIK,CHILLER,1,1,,-2.0,Expired
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,1,192,8,-1.0,Expired
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,1,404 hari,1 days,2.0,Warning
Nugget Ayam,Produk Protein,,Freezer,0,143,0,143.0,Fresh
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,29,0,29.0,Fresh
Sosis Frozen,Produk Protein,Plastik,Freezer,0,133,0,133.0,Fresh
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,1,9999,6,1.0,Soon
  Sarden Tomat  ,Produk Kaleng,can,Outside,1,340,1,1.0,
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,1,93,4,10.0,segar
Ikan Makerel,produk kaleng,Kaleng,Outside,No,863,0,863.0,Fresh
Nugget Tempe,,Plastik,Freezer,0,105,0,105.0,Segar
Biskuit Mentega,Produk Kering,Kaleng,Outside,1,237,8,6.0,Soon
Yogurt Blueberry,Produk Olahan Susu,Plastik,Chiller,Tidak,26,0,9999.0,fresh
Mie Instan Ayam,Produk Kering,Plastik,Outside,0,190,,190.0,Fresh
soda lemon,Produk Minuman,Kaleng,Outside,0,233,0,233.0,Fresh
Yogurt Minum Probiotik,Produk Olahan Susu,glass,Refrigerator,1,2,4,-1.0,Expired
Jus Jambu,Produk Minuman,karton ,Chiller,1,166,5,-2.0,Expired
Sereal Oat,Produk Kering,Karton,Outside,1,323,,2.0,Soon
Jus Apel,Produk Minuman,Karton,Chiller,0,95,0,95.0,Fresh
Susu Evaporasi,Olahan Susu,Kaleng,Chiller,1,539,7,,Expired
Jagung Manis Kaleng,produk kaleng,Kaleng,Chiller,1,464,7,-4.0,Expired
Yogurt Kefir,Prod. Susu,Botol Kaca,,1,1,1,1.0,Soon
Sosis Ikan,Produk Protein,Plastik,Chiller,1,39,7,-4.0,Expired
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,21,4,-1.0,Expired
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,,111,0,111.0,Fresh
Air Soda,Produk Minuman,Plastik,Outside,0,181,0,181.0,Fresh
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,0,100,0,100.0,Fresh
Yogurt Kefir,Produk Olahan Susu,,Chiller,1,6,5,-2.0,Expired
Sosis Frankfurter,Produk Protein,Plastik,Chiller,False,44,0,44.0,FRESH
Sarden Minyak Zaitun,Produk Kaleng,Kaleng,Room Temp,1,287,6,-4.0,Expired
Soda Lemon,Produk Minuman,Kaleng,Outside,1,193,3,-2.0,Expired
Sarden Tomat,Produk Kaleng,Kaleng,Room Temp,0,400,0,400.0,Fresh
Susu Bubuk Full Cream,Produk Olahan Susu,Karton,Outside,0,241,0,241.0,Fresh
Sereal Coklat,produk kering,Karton,Outside,1,292,13,8.0,Fresh
Sarden Cabai,Produk Kaleng,Kaleng,Outside,1,994,1,1.0,Soon
Cola Original,Prod. Minuman,Kaleng,Outside,0,126,0,126.0,Fresh
Biskuit Mentega,Produk Kering,Kaleng,suhu ruangan,1,122,17,-3.0,Expired
Susu UHT Coklat,,Karton,Chiller,0,122,0,122.0,fresh
Buah Cocktail,PRODUK KALENG,kaleng ,OUTSIDE,1,690,5,-2.0,Expired
Yogurt Mangga,Produk Olahan Susu,Plastik,Chiller,0,20,0,20.0,Fresh
Susu Pasteurisasi,Produk Olahan Susu,Plastik,Chiller,0,5,0,-999.0,hampir
Sosis Bebek,Produk Protein,Plastik,Chiller,1,29,6,1.0,Soon
Susu UHT Full Cream,Produk Olahan Susu,Karton,Chiller,1,58,5,2.0,hampir
Keju Parmesan,Produk Olahan Susu,Plastik,Chiller,0,106,0,106.0,Fresh
Susu Bubuk Full Cream,Olahan Susu,Karton,,1,591,3,27.0,Fresh
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,0,327,0,327.0,Fresh
Biskuit Crackers,Produk Kering,Plastik,Outside,0,6,0,6.0,Soon
Sereal Muesli,Produk Kering,,Outside,1,267,22,8.0,Fresh
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,0,325,0,325.0,segar
Nugget Tempe,Produk Protein,Plastik,Beku,0,52,0,52.0,Fresh
Air Soda,Produk Minuman,Plastik,Outside,0,303,0,303.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,1,81,2,5.0,soon
Jagung Manis Kaleng,Canned,Can,Chiller,0,363,0,363.0,Fresh
Minuman Isotonik,Produk Minuman,Plastik,Outside,yes,98,2,,Expired
Cola Zero Sugar,Produk Minuman,Kaleng,Outside,1,243,2,-1.0,Expired
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,0,10000,0,21.0,Fresh
Sereal Oat,Produk Kering,,Outside,,336,0,336.0,Fresh
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,1,254,3,4.0,Soon
Keju Edam,Produk Olahan Susu,Plastik,Dingin,0,136,0 days,136.0,Fresh
Jus Nanas,Produk Minuman,carton,Chiller,1,19,6,-1.0,Expired
Nugget Sapi,Produk Protein,Plastik,Freezer,0,122,0,122.0,Fresh
Teh Botol,Produk Minuman,Botol Kaca,Outside,0,,0,225.0,Fresh
Sosis Frankfurter,Produk Protein,Plastik,Chiller,0,3,0,3.0,Soon
Mie Instan Goreng,,Plastik,Outside,,34,1,-1.0,Expired
Sarden Minyak Zaitun,Produk Kaleng,kaleng ,Outside,0,1001 hari,0,1001.0,Fresh
Mie Instan Soto,Produk Kering,Plastik,Outside,0,344,0,344.0,Fresh
YOGURT KEFIR,Olahan Susu,Botol Kaca,Chiller,1,7,,-3.0,Expired
Sosis Ikan,Produk Protein,plastic,Chiller,0,35,0,35.0,Fresh
Mangga Kaleng,Produk Kaleng,Kaleng,Outside,Ya,370,8,-5.0,Expired
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,1,227,5,-4.0,Expired
Keju Mozzarella,,Plastik,CHILLER,1,23,8,-1.0,Expired
Keju Cream Cheese,Produk Olahan Susu,,Chiller,1,2,4,2.0,soon
Biskuit Crackers,Produk Kering,Plastik,Outside,1,32,1,6.0,Soon
Susu UHT Vanila,Produk Olahan Susu,Karton,Chiller,Ya,,3,-2.0,Expired
Air Soda,Produk Minuman,Plastik,Outside,0,331,0,,Fresh
Soda Lemon,Produk Minuman,,Outside,1,13,6,-5.0,expired
Keju Mozzarella,,Plastik,Chiller,,35,1,6.0,warning
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,0,24,0,24.0,Fresh
Buah Cocktail,Kaleng,Kaleng,Outside,0,221,0,221.0,Fresh
susu pasteurisasi,Produk Olahan Susu,Plastik,Chiller,1,12,4,-1.0,Expired
Teh Kotak Hijau,Produk Minuman,Karton,Outside,1,20,3,-2.0,Expired
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,6,2,1.0,Soon
Susu Bubuk Coklat,Produk Olahan Susu,Karton,Outside,1,157,31,-1.0,Expired
Leci dalam Sirup,Produk Kaleng,Tin,Outside,0,585,0,585.0,Fresh
Keju Cream Cheese,Produk Olahan Susu,Karton,Chiller,0,46,0,46.0,Fresh
Teh Kotak Hijau,Produk Minuman,Karton,Outside,0,80,0,80.0,
Buah Cocktail,Produk Kaleng,Kaleng,Outside,0,250,,250.0,Fresh
Jus Anggur,Produk Minuman,Botol Kaca,Chiller,1,15,3 days,2.0,Soon
Keju Cheddar,Produk Olahan Susu,Plastik,Chiller,0,22,0 days,22.0,FRESH
Keju Edam,Produk Olahan Susu,Plastik,Chiller,1,22,21,0.0,Expired
Sereal Muesli,Produk Kering,Karton,suhu ruangan,1,172,9,21.0,Fresh
Sosis Frankfurter,PRODUK PROTEIN,Plastik,Chiller,0,37,0,37.0,
Nugget Ikan,Produk Protein,Plastik,Freezer,false,16,0,16.0,Fresh
Jus Sirsak,Produk Minuman,Karton,Chiller,1,179,4,-1.0,EXPIRED
Susu UHT Stroberi,Produk Olahan Susu,Karton,Chiller,1,132,,-2.0,EXPIRED
Keju Parmesan,Produk Olahan Susu,Polimer,Chiller,1,280,14,16.0,Fresh
Air Soda,Produk Minuman,,Outside,1,232,5,-4.0,Expired
Rambutan Kaleng,Produk Kaleng,Kaleng,Outside,0,684,0,684.0,Fresh
Biskuit Oatmeal,Produk Kering,Plastik,Outside,1,173,2,5.0,Soon
Jus Nanas,Produk Minuman,Karton,,0,109,0,109.0,Fresh
Mie Instan Soto ,Produk Kering,,Outside,1,88,5,-5.0,Expired
Susu Kental Manis Coklat,Produk Olahan Susu,Kaleng,Chiller,False,688,,688.0,Fresh
Leci dalam Sirup,Produk Kaleng,Kaleng,Outside,1,223,7,-4.0,Expired
Biskuit Oatmeal,Produk Kering,Plastik,Outside,1,177,2,5.0,Soon
Teh Kotak Hijau,Produk Minuman,,OUTSIDE,0,118,0,118.0,Fresh
Teh Lemon,Produk Minuman,Karton,Outside,,116,6,-5.0,Expired
Susu Evaporasi,Produk Olahan Susu,Kaleng,Chiller,True,479,9,-2.0,Expired
 Biskuit Crackers,Produk Kering,plastic,Outside,1,-10,1,6.0,Soon
Biskuit Marie,Produk Kering,Plastik,Outside,1,90,4,3.0,Soon
Susu Bubuk Bayi,Produk Olahan Susu,Carton,Outside,0,630,0,630.0,ok
Keju Cheddar,Produk Olahan Susu,Plastik,,0,91,0,91.0,Fresh
Nugget Tempe,Protein,Plastik,Freezer,1,,6,-3.0,
	Susu Bubuk Coklat,,Karton,Outside,1,72,10 days,20.0,OK
Sosis Frozen,Produk Protein,Plastik,Freezer,0,,0,64.0,Fresh
Air Soda,Produk Minuman,Plastik,Outside,1,109,2,-1.0,
Minuman Isotonik,Produk Minuman,Plastik,OUTSIDE,1,317,5,-4.0,Expired
Biskuit Wafer,Produk Kering,Plastik,Outside,0,118,0,118.0,Fresh
teh kotak jasmine,Produk Minuman,Karton,,1,362,4,-3.0,Expired
Biskuit Oatmeal,Produk Kering,Plastik,Outside,0,102,0,102.0,Fresh
Ikan Tuna,PRODUK KALENG,Kaleng,outside,1,714,2,0.0,Expired
Yogurt Minum Probiotik,Produk Olahan Susu,Botol Kaca,Chiller,1,2,1,2.0,Soon
Nugget Ayam,Produk Protein,Plastik,Freezer,1,83,,-4.0,Expired
Mangga Kaleng,PRODUK KALENG,Kaleng,Outside,0,455,0,455.0,Fresh
Mie Instan Goreng,Produk Kering,Plastik,Outside,0,327,0,327.0,Fresh
Teh Botol,Produk Minuman,Botol Kaca,Outside,,274,0,274.0,Fresh
Susu UHT Vanila,Prod. Susu,karton ,Chiller,1,243,5,-4.0,Expired
Biskuit Marie,Produk Kering,Plastik,Outside,1,86,1,6.0,Soon
Soda Jeruk,Produk Minuman,,Outside,0,202,0,202.0,Fresh
Susu Kental Manis Putih,PRODUK OLAHAN SUSU,Kaleng,Chiller,0,678,0,678.0,FRESH
Nugget Ikan,Produk Protein,plastic,Freezer,0,7,0,7.0,Soon
	Sereal Cornflakes,Prod. Kering,Karton,,0,293,0,293.0,Fresh
Sosis Ayam,Produk Protein,Plastik,Chiller,1,21,1,4.0,Soon
Yogurt Plain,Produk Olahan Susu,Plastik,Chiller,0,8,0,8.0,ok
Nugget Ikan,Produk Protein,Plastik,Freezer,0,36,0,36.0,
Ikan Makerel,Kaleng,Kaleng,Outside,1,943,1,1.0,Soon
Mangga Kaleng,Produk Kaleng,Can,Outside,0,589,0,589.0,Fresh
Sosis Frozen,Produk Protein,Plastik,Freezer,0,73,0,73.0,Fresh
Sarden Tomat,Produk Kaleng,Kaleng,Outside,0,824,0,824.0,
Sosis Frozen,Produk Protein,Plastik,Freezer,1,27,2,1.0,Soon
Kornet Ayam,,Kaleng,suhu ruangan,0,735,0,735.0,Fresh
Biskuit Oatmeal,PRODUK KERING,Plastik,Outside,1,36,8,-1.0,Expired
