nama_item,jenis_item,lokasi_penyimpanan,hari_sejak_pembelian,sisa_hari,label
Pisang,Buah,Pendingin,4.0,14.6,Matang
Anggur,Buah,Pembeku,1.0,35.0,Matang
Cabe,Sayur,Pendingin,0.0,2.9,Busuk
Anggur,Buah,Pembeku,0.0,0.5,Busuk
Cabe,Sayur,Pendingin,2.0,0.8,Busuk
Anggur,Buah,Pendingin,6.0,16.6,Mentah
Jeruk,Buah,Pendingin,0.0,8.4,Terlalu Matang
Anggur,Buah,Pembeku,3.0,39.1,Mentah
Apel,Buah,Pendingin,3.0,6.9,Terlalu Matang
Jeruk,Buah,Pembeku,0.0,0.4,Busuk
Timun,Sayur,Pembeku,0.0,2.9,Busuk
Tomat,,Pendingin,0.0,15.1,Segar
Anggur,Buah,Pembeku,1.0,33.9,Mentah
Wortel,Sayur,Pendingin,0.0,1.8,Expired
Cabe,Sayur,Pendingin,0.0,2.3,Busuk
Jeruk,Buah,Pendingin,0.0,8.3,Terlalu Matang
Anggur,Buah,Pembeku,3.0,14.0,Terlalu Matang
Mangga,Buah,Pembeku,6.0,35.6,Mentah
,Sayur,Suhu Ruang,0.0,634.2,
Mangga,Buah,Suhu Ruang,2.0,2.8,Terlalu Matang
Kentang,Sayur,Pembeku,1.0,7.9,Busuk
Apel,Buah,Suhu Ruang,0.0,0.1,Busuk
Anggur,Buah,Pembeku,-5.0,2763.1,Terlalu Matang
Cabe,Sayur,,0.0,1.6,Busuk
Wortel,Sayur,Pembeku,1.0,28.2,Segar
Jeruk,,,,2.7,
Cabe,Sayur,Pendingin,1.0,1.9,Busuk
Mangga,Buah,Suhu Ruang,2.0,8.7,Matang
,Sayur,Pembeku,0.0,50.9,Expired
Kentang,Sayur,Suhu Ruang,4.0,13.6,Segar
Jeruk,Buah,Pembeku,7519.0,7659.9,Terlalu Matang
Timun,Sayur,Suhu Ruang,0.0,0.7,Busuk
Pisang,Buah,Suhu Ruang,2.0,4.7,Matang
Mangga,Buah,Pembeku,1.0,32.6,Mentah
Tomat,Sayur,Pendingin,0.0,0.3,Busuk
Timun,Sayur,Suhu Ruang,2.0,0.4,Busuk
Anggur,Buah,Pendingin,3.0,17.0,Matang
Anggur,Buah,Suhu Ruang,1.0,0.9,Busuk
Anggur,Buah,Pendingin,4.0,13.6,Matang
Apel,Buah,Pendingin,4.0,12.0,Matang
Jeruk,Buah,Suhu Ruang,-279.0,-553.2,Matang
Mangga,Buah,Pembeku,1.0,2.2,Busuk
Anggur,Buah,Suhu Ruang,1.0,3.0,Terlalu Matang
Anggur,Buah,Pembeku,2816.0,8227.2,Mentah
Anggur,Buah,Pembeku,6.0,40.4,Mentah
Mangga,Buah,Suhu Ruang,0.0,0.3,Busuk
Apel,Buah,Suhu Ruang,0.0,0.4,Busuk
Cabe,Sayur,Pendingin,5.0,25.7,Segar
Jeruk,Buah,Suhu Ruang,1.0,1.3,Busuk
Wortel,Sayur,Pendingin,0.0,1.1,Busuk
Jeruk,Buah,Suhu Ruang,1.0,0.9,Busuk
Mangga,Buah,Pembeku,664.0,1271.5,Busuk
Cabe,Sayur,Suhu Ruang,0.0,0.8,Busuk
Cabe,Sayur,Pendingin,1.0,1.7,Busuk
Mangga,Buah,Pendingin,0.0,190.4,N/A
Pisang,Buah,Suhu Ruang,2.0,3.0,Terlalu Matang
Jeruk,Buah,Pendingin,0.0,0.7,Busuk
Tomat,Sayur,Pendingin,1.0,0.9,Busuk
Anggur,Buah,Pembeku,3.0,12.4,Terlalu Matang
Tomat,Sayur,Pembeku,2.0,3.7,Busuk
Wortel,Sayur,Suhu Ruang,2.0,2.0,Busuk
Tomat,,Pendingin,,2.6,Busuk
Kentang,Sayur,Pembeku,1.0,3.2,Busuk
Apel,Buah,Suhu Ruang,2.0,4.4,Terlalu Matang
Tomat,Sayur,Pendingin,1.0,0.7,
Apel,Buah,Suhu Ruang,1.0,6.7,Matang
Wortel,Sayur,Pembeku,2.0,8.5,Busuk
Anggur,Buah,Suhu Ruang,2.0,2.7,Terlalu Matang
Apel,Buah,Pendingin,0.0,14.7,Matang
Anggur,N/A,Suhu Ruang,0.0,2.6,Terlalu Matang
,Sayur,Suhu Ruang,0.0,,
Pisang,Buah,Suhu Ruang,0.0,2.8,Terlalu Matang
Kentang,Sayur,Pendingin,5.0,41.4,Segar
Tomat,Sayur,Pendingin,0.0,2.2,Busuk
Jeruk,Buah,Pembeku,1.0,1.7,Busuk
Timun,Sayur,Pendingin,6.0,23.6,Segar
Timun,Sayur,Pendingin,0.0,1.2,Busuk
Mangga,Buah,Pendingin,3.0,4.5,Terlalu Matang
Cabe,Sayur,Pembeku,5.0,39.5,Segar
Jeruk,Buah,Pembeku,0.0,1.6,Busuk
Wortel,Sayur,Suhu Ruang,2.0,2.0,Busuk
Tomat,Sayur,Pembeku,3.0,35.2,Segar
,Sayur,Pembeku,1.0,4.3,Busuk
Cabe,Sayur,Pembeku,1.0,7.6,Busuk
Timun,Sayur,Pendingin,6.0,12.7,Segar
Tomat,Sayur,Pendingin,0.0,21.3,Segar
Mangga,Buah,Pembeku,2.0,21.7,Matang
Tomat,Sayur,Pembeku,0.0,1.3,Busuk
Kentang,Sayur,Pendingin,2.0,1.8,Busuk
Timun,Sayur,Pembeku,0.0,21.6,Segar
Kentang,Sayur,Suhu Ruang,0.0,1.0,Busuk
Jeruk,Buah,Suhu Ruang,2.0,2.6,Terlalu Matang
Tomat,Sayur,Pembeku,1.0,37.4,Segar
Anggur,Buah,Suhu Ruang,8376.0,5418.1,Terlalu Matang
,,,0.0,0.2,Busuk
Apel,Buah,Pembeku,-482.0,-542.3,Terlalu Matang
Anggur,Buah,Pendingin,1.0,1.8,Busuk
Apel,Buah,Pembeku,2.0,12.7,Terlalu Matang
Wortel,Sayur,Pembeku,0.0,,Busuk
Jeruk,Buah,Suhu Ruang,1.0,0.7,Busuk
Jeruk,Buah,Pendingin,1.0,1.2,Busuk
Kentang,Sayur,Suhu Ruang,1000.0,4628.6,Segar
Tomat,Sayur,Suhu Ruang,1000.0,3332.3,Segar
Jeruk,Buah,Suhu Ruang,5.0,12.8,Matang
Jeruk,Buah,Suhu Ruang,6.0,13.0,Mentah
Timun,Sayur,Pembeku,6.0,22.1,Segar
Pisang,Buah,Pendingin,2.0,18.7,Mentah
Wortel,Sayur,Pendingin,2.0,1.4,Busuk
Timun,Sayur,Pembeku,0.0,2.8,Busuk
Anggur,,,1.0,2.0,
Cabe,Sayur,Pembeku,1.0,5.7,Busuk
Anggur,Buah,Suhu Ruang,3.0,7.3,Mentah
Tomat,Sayur,Pendingin,6.0,14.2,Segar
Jeruk,Buah,Pendingin,1.0,8.8,Terlalu Matang
Kentang,Sayur,Pendingin,1.0,3.0,Busuk
,Buah,Pembeku,2.0,40.8,Matang
Cabe,Sayur,Suhu Ruang,0.0,6.2,Segar
Jeruk,Buah,Suhu Ruang,1.0,12.9,Matang
Pisang,Buah,Suhu Ruang,0.0,0.3,Busuk
Timun,Sayur,Pembeku,4.0,33.9,Segar
Apel,Buah,Suhu Ruang,-689.0,-43.0,Terlalu Matang
Wortel,Sayur,Pendingin,1.0,19.6,Segar
Tomat,Sayur,Pembeku,1.0,30.6,Segar
Kentang,Sayur,Pendingin,-422.0,-941.3,Segar
Anggur,Buah,Pembeku,0.0,32.7,Mentah
Kentang,Sayur,Pembeku,1.0,9.9,Busuk
Wortel,Sayur,Pembeku,0.0,4.6,Busuk
Jeruk,Buah,Pendingin,1.0,6.8,Terlalu Matang
,Sayur,,0.0,2.5,
Jeruk,Buah,Pembeku,1.0,40.1,Mentah
Mangga,Buah,Pembeku,1.0,3.4,Busuk
Mangga,Buah,Pembeku,0.0,10.4,Terlalu Matang
Mangga,Buah,Pembeku,0.0,1.4,Busuk
Tomat,Sayur,Suhu Ruang,-99.0,2095.5,null
Kentang,Sayur,Pendingin,1.0,2.0,Busuk
Wortel,Sayur,Pendingin,2.0,17.7,Segar
Wortel,Sayur,Suhu Ruang,6.0,17.8,Segar
Mangga,Buah,Pendingin,6.0,18.1,Mentah
Mangga,Buah,Pendingin,1.0,3.9,Terlalu Matang
Jeruk,Buah,Pembeku,1.0,18.9,Terlalu Matang
Cabe,Sayur,Pembeku,3.0,29.3,Segar
Pisang,Buah,Suhu Ruang,1.0,8.4,Mentah
Timun,Sayur,?,1.0,1.3,Busuk
,Sayur,,,30.0,Segar
Kentang,Sayur,Pendingin,6.0,25.8,Segar
Mangga,Buah,Pendingin,0.0,1.0,Busuk
Tomat,Sayur,Pendingin,6.0,21.0,Segar
Apel,Buah,Pendingin,2.0,9.3,Terlalu Matang
Cabe,Sayur,Pendingin,6.0,22.2,Segar
,,Pembeku,0.0,36.5,
Pisang,Buah,Pendingin,4.0,8.0,Matang
Mangga,Buah,Pembeku,1.0,9.9,Terlalu Matang
Cabe,Sayur,Suhu Ruang,1.0,13.7,Segar
Wortel,Sayur,Suhu Ruang,4.0,7.7,Segar
Anggur,Buah,Suhu Ruang,1.0,9.3,Matang
Anggur,Buah,Pembeku,0.0,2.4,Busuk
Timun,Sayur,Suhu Ruang,0.0,0.3,Busuk
Cabe,,Suhu Ruang,9999.0,594.7,N/A
Anggur,Buah,Pendingin,1.0,17.8,Matang
Kentang,Sayur,Suhu Ruang,,1.2,
Apel,Buah,Suhu Ruang,0.0,0.9,Busuk
Anggur,Buah,Pembeku,1.0,15.7,Terlalu Matang
Kentang,Sayur,Pembeku,0.0,1.4,Busuk
Cabe,Sayur,,,,Busuk
Timun,Sayur,Pembeku,6.0,22.3,Segar
Wortel,Sayur,Suhu Ruang,1.0,10.2,
Kentang,Sayur,Pendingin,2.0,0.5,Busuk
Mangga,Buah,Pendingin,0.0,1.1,Busuk
Cabe,Sayur,Pendingin,6.0,,Segar
Cabe,Sayur,Pendingin,2.0,3.5,Busuk
Mangga,Buah,Suhu Ruang,0.0,0.6,Busuk
Mangga,Buah,Pembeku,1000.0,4467.2,Matang
Tomat,Sayur,Suhu Ruang,1.0,8.8,Segar
Timun,Sayur,Pembeku,1000.0,2608.4,Busuk
Timun,Sayur,Suhu Ruang,1.0,0.5,Busuk
Pisang,Buah,Suhu Ruang,2.0,5.6,Matang
Cabe,Sayur,Suhu Ruang,2.0,0.4,Busuk
Cabe,Sayur,Pendingin,2.0,1.9,Busuk
Mangga,Buah,Pembeku,1.0,19.1,Matang
Jeruk,Buah,Suhu Ruang,5.0,14.2,Mentah
Mangga,Buah,Luar Ruangan,3.0,17.6,Matang
Kentang,Sayur,Pembeku,0.0,8.3,Busuk
Cabe,Sayur,Pendingin,6.0,17.2,Segar
Timun,Sayur,Suhu Ruang,5.0,7.5,Segar
Jeruk,Buah,Suhu Ruang,0.0,0.9,Busuk
Cabe,Sayur,Suhu Ruang,6.0,10.6,Segar
Pisang,Buah,Pendingin,1.0,14.0,Matang
Apel,Buah,Pembeku,0.0,10.0,Terlalu Matang
Timun,Sayur,Pembeku,0.0,2.4,Tidak Diketahui
Kentang,Sayur,Pembeku,2.0,6.8,Busuk
Jeruk,Buah,Pendingin,5.0,15.3,Matang
Pisang,Buah,Pembeku,-79.0,-456.6,Matang
-,Buah,Pembeku,2.0,7.1,Terlalu Matang
Apel,Buah,Pembeku,2.0,37.1,Mentah
Jeruk,Buah,Suhu Ruang,0.0,3.0,Terlalu Matang
Jeruk,Buah,Suhu Ruang,1.0,3.2,Terlalu Matang
Kentang,Sayur,Suhu Ruang,2.0,2.0,
Wortel,Sayur,Suhu Ruang,5.0,11.9,Segar
Jeruk,Buah,Pendingin,-504.0,-535.1,Busuk
Kentang,Sayur,Pendingin,2.0,19.2,Segar
Timun,Sayur,Suhu Ruang,6.0,11.2,Segar
Pisang,Buah,Pembeku,1.0,23.8,Mentah
Anggur,Buah,Gudang,3.0,17.0,Matang
,Buah,Suhu Ruang,500.0,1048.7,null
Jeruk,Buah,Pendingin,9543.0,5836.7,Mentah
Cabe,Sayur,Pembeku,1.0,5.6,Busuk
Timun,Sayur,Suhu Ruang,1.0,1.0,Busuk
Pisang,Buah,Suhu Ruang,1.0,1.8,Terlalu Matang
Cabe,Sayur,Suhu Ruang,2.0,0.3,Busuk
Jeruk,Buah,Suhu Ruang,1.0,0.5,Busuk
Cabe,Sayur,Suhu Ruang,6.0,14.4,Segar
Tomat,Sayur,Suhu Ruang,1.0,0.6,Busuk
Wortel,Sayur,Pendingin,1.0,17.0,Segar
Jeruk,Buah,Suhu Ruang,2.0,10.6,Matang
Mangga,Buah,Pembeku,1.0,29.0,Matang
,,,,0.6,Busuk
  ,Buah,Suhu Ruang,3.0,5.0,Terlalu Matang
Apel,Buah,Suhu Ruang,3.0,7.8,Matang
Anggur,Buah,Pendingin,3.0,6.2,Terlalu Matang
Cabe,Sayur,Pendingin,3.0,29.2,null
Timun,Sayur,Pendingin,0.0,13.7,Segar
Tomat,Sayur,Suhu Ruang,5.0,6.6,Segar
Cabe,Sayur,Pendingin,0.0,2253.3,Segar
Mangga,Buah,Suhu Ruang,4.0,7.5,Matang
,Buah,,1.0,18.5,Terlalu Matang
Cabe,Sayur,Pendingin,0.0,1.8,Busuk
Pisang,Buah,Pembeku,0.0,2.2,Busuk
Mangga,Buah,Pendingin,3.0,17.6,Matang
Mangga,Buah,Suhu Ruang,0.0,3.5,Terlalu Matang
Tomat,Sayur,Suhu Ruang,1.0,4.7,Segar
Tomat,Sayur,Pembeku,0.0,0.3,Busuk
Kentang,Sayur,Pembeku,2.0,5.7,Busuk
Anggur,Buah,Pembeku,2.0,34.7,Mentah
Cabe,Sayur,Pembeku,2.0,7.0,Busuk
Tomat,Sayur,Pembeku,2.0,0.9,Busuk
Kentang,Sayur,Suhu Ruang,2.0,1.0,Busuk
Timun,Sayur,Pembeku,2.0,5.4,Busuk
Mangga,Buah,Pembeku,6.0,36.2,Mentah
Tomat,Sayur,Pembeku,2.0,0.1,Busuk
Timun,Sayur,Pembeku,2.0,0.8,Busuk
Jeruk,Buah,,5.0,12.9,Matang
Cabe,Sayur,Suhu Ruang,2.0,0.1,Busuk
Wortel,Sayur,Suhu Ruang,6.0,9.8,Segar
Kentang,Sayur,Suhu Ruang,2.0,7.7,Segar
Mangga,Buah,Pendingin,5.0,9.8,Matang
Anggur,,Pendingin,1.0,18.9,Mentah
Anggur,Buah,Pembeku,5.0,30.3,Matang
Tomat,Sayur,Pembeku,0.0,0.8,Busuk
Anggur,Buah,Pendingin,,,
Tomat,Sayur,Suhu Ruang,6.0,6.3,Segar
Anggur,Buah,Pembeku,5.0,32.4,Matang
Wortel,,Pembeku,0.0,,
Tomat,Sayur,Suhu Ruang,4.0,5.0,Segar
Cabe,Sayur,Pembeku,0.0,37.3,Segar
Pisang,Buah,Pembeku,0.0,29.3,Matang
Apel,Buah,Suhu Ruang,3.0,10.5,Mentah
Timun,Sayur,Pendingin,5.0,18.2,Segar
Wortel,Sayur,Pembeku,-5.0,1420.7,Busuk
Tomat,Sayur,Pendingin,1.0,0.6,Busuk
Tomat,Sayur,Pendingin,1.0,0.6,Busuk
,,,,3.4,
Cabe,Sayur,Suhu Ruang,1.0,1.8,Busuk
Pisang,Buah,Pendingin,1.0,12.1,Mentah
Anggur,Buah,Suhu Ruang,2.0,9.5,Matang
Wortel,Sayur,Suhu Ruang,1000.0,2208.2,Busuk
Pisang,Buah,,,,Busuk
Cabe,Sayur,Pendingin,2.0,13.8,Segar
Timun,Sayur,Pendingin,2.0,0.1,Busuk
Pisang,Buah,Pembeku,1.0,9.7,Terlalu Matang
Apel,Buah,Suhu Ruang,1.0,0.9,Busuk
Wortel,Sayur,Suhu Ruang,0.0,2.3,Busuk
Tomat,Sayur,Suhu Ruang,0.0,1.1,Busuk
,Buah,,0.0,17.4,
Anggur,Buah,Pendingin,2.0,13.9,Matang
Anggur,Buah,Pembeku,3.0,14.2,Terlalu Matang
Cabe,,Pembeku,,2.4,
Cabe,Sayur,Pembeku,0.0,38.0,Segar
Timun,Sayur,Suhu Ruang,2.0,1.4,Busuk
,,Pendingin,4.0,,Matang
Timun,Sayur,Pembeku,2.0,0.2,Busuk
Anggur,Buah,Suhu Ruang,1.0,3.5,Terlalu Matang
Timun,Sayur,Suhu Ruang,0.0,8.7,Segar
Jeruk,Buah,Pendingin,0.0,0.6,Busuk
Timun,Sayur,Pendingin,1.0,0.7,Busuk
Tomat,Daging,Pembeku,2.0,4.1,Busuk
N/A,Sayur,Pendingin,1.0,10.6,Segar
Pisang,Buah,Pembeku,3.0,26.9,Matang
Wortel,Sayur,Pendingin,0.0,4.9,Busuk
Tomat,Sayur,Pembeku,1.0,6.1,Busuk
Pisang,Buah,Pendingin,0.0,5.9,Terlalu Matang
Timun,Sayur,Pendingin,1.0,2.4,Busuk
Cabe,Sayur,Pembeku,1.0,4.1,Busuk
Timun,Sayur,Pembeku,5.0,19.6,Segar
Apel,Buah,Pembeku,1.0,25.9,Matang
,Buah,Pendingin,1.0,1.4,Busuk
Pisang,Buah,Pendingin,1.0,0.7,Busuk
Jeruk,Buah,Suhu Ruang,0.0,4.7,Terlalu Matang
Timun,Sayur,Suhu Ruang,2.0,4.6,Segar
Pisang,Buah,Pendingin,0.0,10.1,Matang
Wortel,Sayur,Suhu Ruang,354.0,7176.3,Segar
Tomat,Sayur,Pembeku,1.0,0.4,Busuk
Jeruk,Buah,Pembeku,3.0,41.2,Matang
Mangga,Buah,Suhu Ruang,1.0,0.7,Busuk
Mangga,Buah,Pembeku,4.0,28.2,Mentah
Wortel,Sayur,Pendingin,2.0,0.9,Busuk
Wortel,Sayur,Pembeku,2.0,3.9,Busuk
,,Pendingin,,27.4,Mentah
Cabe,Sayur,Pendingin,1.0,3.2,Busuk
Kentang,Sayur,Suhu Ruang,1.0,1.8,Busuk
Apel,Buah,Suhu Ruang,1000.0,3753.8,Mentah
Anggur,Buah,Pendingin,1.0,4.0,Terlalu Matang
Cabe,Sayur,Pendingin,5.0,20.0,Segar
Tomat,Sayur,Pendingin,-65.0,-466.5,Busuk
Apel,Buah,Suhu Ruang,0.0,2.5,Terlalu Matang
Jeruk,Buah,Suhu Ruang,0.0,3091.0,Busuk
Apel,Buah,Pendingin,2.0,8.6,Terlalu Matang
Kentang,Sayur,Suhu Ruang,1.0,10.1,Segar
Jeruk,Buah,Suhu Ruang,0.0,12.1,Matang
Timun,Sayur,Pendingin,5.0,24.4,Segar
Wortel,Sayur,Pembeku,2.0,7.9,Busuk
Pisang,Buah,Pendingin,1.0,3.5,Terlalu Matang
Timun,Sayur,Suhu Ruang,2.0,1.7,Busuk
Tomat,Sayur,Pendingin,1.0,2.7,Busuk
Cabe,Sayur,Suhu Ruang,2.0,5.3,Segar
Mangga,Buah,Pendingin,5.0,12.9,Mentah
Tomat,Sayur,Pembeku,1.0,18.9,Segar
Pisang,Buah,Pembeku,0.0,2.6,Busuk
Wortel,Sayur,Pembeku,2.0,6.6,Busuk
Jeruk,Buah,Pembeku,3.0,20.6,Terlalu Matang
,Sayur,Pembeku,1.0,30.6,Segar
Cabe,Sayur,Suhu Ruang,6.0,11.5,Segar
Anggur,Buah,Suhu Ruang,0.0,0.7,Busuk
Wortel,Sayur,Suhu Ruang,2.0,11.8,Segar
Timun,Sayur,Pembeku,1.0,3.4,Busuk
Jeruk,Buah,Pendingin,0.0,26.4,Mentah
Cabe,Sayur,Suhu Ruang,0.0,1.7,Busuk
Pisang,Buah,Suhu Ruang,1.0,0.6,Busuk
Jeruk,Buah,Suhu Ruang,5.0,10.6,Matang
Timun,,Pendingin,5.0,23.4,Segar
Wortel,Sayur,Suhu Ruang,-625.0,-953.8,Busuk
Anggur,Buah,Suhu Ruang,5.0,9.3,Matang
Anggur,Buah,?,1.0,0.3,Busuk
Tomat,Sayur,Suhu Ruang,1.0,10.7,Segar
Pisang,Buah,Suhu Ruang,5.0,4.6,Matang
Apel,Buah,Pembeku,0.0,2.0,Busuk
Jeruk,Buah,Pendingin,0.0,1.8,Busuk
Wortel,Sayur,Pendingin,2.0,30.6,Segar
Pisang,Buah,Pembeku,1.0,8.1,Terlalu Matang
Jeruk,Buah,,1.0,6.1,Terlalu Matang
Mangga,Buah,Suhu Ruang,3.0,11.3,Mentah
Wortel,Sayur,Pendingin,1.0,3.5,Busuk
Apel,Buah,Suhu Ruang,0.0,2254.7,Busuk
Tomat,Sayur,Suhu Ruang,1.0,8.3,Segar
Wortel,,Pendingin,0.0,,Busuk
Tomat,Sayur,Pembeku,3.0,27.6,Segar
Jeruk,Buah,Pembeku,4.0,29.9,Matang
Tomat,Sayur,Pendingin,3.0,15.9,Segar
Anggur,Buah,Pembeku,1.0,33.0,Matang
Pisang,Buah,Pembeku,3.0,9.8,Terlalu Matang
Cabe,Sayur,Pembeku,5.0,20.4,Segar
Jeruk,Buah,Suhu Ruang,1.0,9.5,Matang
Tomat,Sayur,Pendingin,-760.0,-184.1,Busuk
Apel,Buah,N/A,1.0,0.3,Busuk
Cabe,Sayur,Pembeku,1.0,3.3,Busuk
Timun,Sayur,Suhu Ruang,2.0,7.1,Segar
Wortel,Sayur,Suhu Ruang,0.0,2.5,Busuk
Cabe,Sayur,Pendingin,6.0,20.3,Segar
Tomat,Sayur,Pembeku,1.0,4.4,Busuk
Wortel,Ikan,Pembeku,3.0,38.6,Segar
,Buah,,,41.0,Matang
Wortel,Sayur,Pendingin,1.0,2.7,Busuk
Wortel,Sayur,Suhu Ruang,0.0,6.9,Segar
Pisang,Buah,Pembeku,1233.0,7301.7,Busuk
Anggur,Buah,Suhu Ruang,2.0,7.3,Mentah
Anggur,Buah,Suhu Ruang,0.0,0.5,Busuk
Cabe,Sayur,Pendingin,0.0,3.5,Busuk
Jeruk,Buah,Suhu Ruang,0.0,1491.1,Mentah
##ERROR##,Sayur,Pembeku,3.0,37.4,Segar
Wortel,Sayur,Pembeku,4887.0,3890.9,Segar
Wortel,Sayur,Suhu Ruang,4.0,8.1,Segar
Pisang,Buah,Suhu Ruang,2.0,3.0,Terlalu Matang
Anggur,,Suhu Ruang,0.0,,Terlalu Matang
Cabe,Sayur,Pendingin,1418.0,7001.4,Busuk
Kentang,Sayur,Suhu Ruang,0.0,1.8,Busuk
Apel,Buah,Pembeku,2.0,34.3,Matang
Jeruk,Buah,Suhu Ruang,5.0,14.3,Mentah
Pisang,Buah,Pendingin,0.0,1.2,Busuk
Cabe,Sayur,Pembeku,9999.0,1032.2,
Jeruk,Buah,Pendingin,1.0,10.2,OK
Mangga,Buah,Suhu Ruang,1.0,6.4,Matang
Pisang,Buah,Suhu Ruang,1.0,0.3,Busuk
Jeruk,Buah,Suhu Ruang,2.0,4.7,Terlalu Matang
##ERROR##,Sayur,Pendingin,2.0,3.0,Busuk
Mangga,Buah,Suhu Ruang,-938.0,-381.8,Mentah
Anggur,Buah,Pendingin,2.0,18.5,Matang
Pisang,Buah,Pendingin,1.0,,Terlalu Matang
Timun,Sayur,Pendingin,3.0,20.3,Segar
Apel,Buah,Suhu Ruang,6342.0,2632.9,Busuk
Kentang,Sayur,Suhu Ruang,0.0,7.2,1
Apel,Buah,Suhu Ruang,1.0,0.5,Busuk
Anggur,Buah,Pendingin,0.0,4.3,Terlalu Matang
Kentang,Sayur,,,32.6,
Pisang,Buah,Pendingin,2.0,19.3,Mentah
Kentang,Sayur,Suhu Ruang,0.0,0.8,Busuk
Cabe,Sayur,Suhu Ruang,1.0,0.1,Busuk
Anggur,Buah,Suhu Ruang,2.0,5.2,Matang
Timun,Sayur,Pendingin,3.0,17.7,Segar
Anggur,Buah,Suhu Ruang,3.0,2.3,Terlalu Matang
Cabe,Sayur,Pendingin,5.0,22.1,Segar
Jeruk,Buah,Pendingin,4.0,32.9,Mentah
Anggur,Buah,Pendingin,0.0,27.0,Mentah
Cabe,Sayur,Pendingin,1.0,12.4,Segar
Pisang,Buah,Pembeku,2.0,24.8,Matang
Kentang,Sayur,Pendingin,0.0,19.0,Segar
,,,,3.4,
Jeruk,,Suhu Ruang,5.0,12.8,
Jeruk,Buah,Suhu Ruang,1.0,4.8,Terlalu Matang
Wortel,Sayur,Pendingin,1.0,3.8,Busuk
Apel,Buah,Pembeku,1.0,13.1,Terlalu Matang
-,Sayur,Pendingin,0.0,10.9,Segar
Kentang,Sayur,Pendingin,0.0,2.4,Busuk
Timun,Sayur,Pembeku,1.0,28.0,Segar
Pisang,Buah,Pembeku,3.0,10.0,Expired
Tomat,Sayur,Suhu Ruang,0.0,1.4,Busuk
Jeruk,Buah,Pembeku,1.0,12.8,Terlalu Matang
Pisang,Buah,Pembeku,,,Busuk
Tomat,Sayur,Pembeku,0.0,1.8,Busuk
Apel,Buah,Suhu Ruang,0.0,10.2,Mentah
Jeruk,Buah,Suhu Ruang,2.0,4.3,Terlalu Matang
Cabe,Sayur,Suhu Ruang,3.0,14.4,Segar
Jeruk,Buah,Pendingin,0.0,0.5,Busuk
Cabe,Sayur,Pembeku,0.0,2.0,Busuk
Cabe,Sayur,Pendingin,1.0,0.9,Busuk
Pisang,Buah,Pembeku,2.0,21.2,Matang
Tomat,Sayur,Pendingin,-99.0,410.9,Expired
Kentang,Sayur,Pendingin,2.0,20.9,Segar
Kentang,Sayur,Suhu Ruang,1000.0,3002.1,Busuk
Pisang,Buah,Pembeku,1.0,25.4,Matang
Anggur,Buah,Pembeku,1.0,15.5,Terlalu Matang
???,Buah,Pendingin,0.0,0.1,Busuk
Jeruk,Buah,Suhu Ruang,5.0,12.9,Matang
Anggur,Buah,Suhu Ruang,2.0,2.4,Terlalu Matang
Pisang,Buah,Pendingin,1.0,0.7,Busuk
Jeruk,Buah,Suhu Ruang,0.0,7.2,Matang
Mangga,Buah,Suhu Ruang,1.0,8.5,Mentah
Cabe,,,,5.3,Busuk
Cabe,Sayur,Pendingin,2.0,16.7,Segar
Wortel,Sayur,Pembeku,1.0,7.1,Busuk
Mangga,Buah,Pendingin,4.0,10.5,Matang
Timun,Daging,Pembeku,2.0,2.1,Busuk
Anggur,Buah,Pendingin,0.0,0.9,Busuk
Mangga,Buah,Suhu Ruang,1.0,2.5,Terlalu Matang
Pisang,Buah,Pembeku,0.0,19.6,Matang
Wortel,Sayur,Pendingin,3.0,36.9,Segar
Cabe,Sayur,Pembeku,1.0,38.0,Segar
Mangga,Buah,Pendingin,3.0,12.8,Matang
Apel,Buah,Pembeku,1.0,2.0,Busuk
Anggur,Buah,Pendingin,0.0,17.3,Matang
Timun,Sayur,Pembeku,1.0,4.4,Busuk
Pisang,Buah,Suhu Ruang,0.0,4.2,Matang
Jeruk,Buah,Pembeku,3.0,17.7,Terlalu Matang
Mangga,Buah,Suhu Ruang,3.0,3.3,Terlalu Matang
Cabe,Sayur,Pendingin,1000.0,2139.4,Busuk
Anggur,Buah,Pendingin,-433.0,-710.7,Matang
Anggur,Buah,Pendingin,1.0,1.6,Busuk
Wortel,Sayur,Pendingin,0.0,2.2,Busuk
Cabe,Sayur,Pembeku,-740.0,-252.5,Busuk
Wortel,Sayur,Suhu Ruang,3.0,11.0,Segar
Wortel,Sayur,Suhu Ruang,6.0,10.4,Segar
Cabe,Sayur,Pendingin,0.0,0.8,Busuk
Pisang,Buah,Pembeku,-895.0,-866.6,Matang
Wortel,Sayur,Pendingin,2.0,20.8,Segar
Timun,Sayur,Suhu Ruang,0.0,0.6,Busuk
Cabe,Sayur,Pendingin,1.0,2.0,Busuk
Tomat,Sayur,Suhu Ruang,2.0,,Busuk
Wortel,Sayur,Suhu Ruang,1.0,1.0,Busuk
Timun,Sayur,Pembeku,2.0,20.7,Segar
Timun,Sayur,Pendingin,0.0,2.1,Busuk
Kentang,Sayur,Pembeku,2.0,3.0,Busuk
Tomat,Sayur,Pendingin,1.0,23.4,Segar
Cabe,Sayur,Pembeku,1.0,31.3,Segar
Kentang,Sayur,Pembeku,2.0,0.2,Busuk
