nama_item,jenis_item,lokasi_penyimpanan,hari_sejak_pembelian,sisa_hari,label,cara_simpan
Ubi Jalar,Sayuran Akar,Pembeku,60,9,Segar,Pastikan Ubi Jalar sudah bersih dan kering sebelum dibekukan di freezer.
Bayam,Sayuran Hijau,Pembeku,36,-6,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Bayam tetap awet.
Melon,Buah Tropis,Suhu Ruang,3,2,Segera,Letakkan Melon di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Mangga,Sayuran Akar,Pembeku,33,-3,Kadaluwarsa,Pastikan Mangga sudah bersih dan kering sebelum dibekukan di freezer.
Ubi Jalar,Sayuran Akar,Pembeku,15,-1,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Ubi Jalar tetap awet.
Pepaya,Buah Tropis,Pembeku,24,6,Segar,Pastikan Pepaya sudah bersih dan kering sebelum dibekukan di freezer.
Anggur,Buah Iklim Sedang,Pembeku,34,-4,Kadaluwarsa,Pastikan Anggur sudah bersih dan kering sebelum dibekukan di freezer.
Wortel,Sayuran Akar,Pendingin,24,-3,Kadaluwarsa,Simpan Wortel di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Kiwi,Buah Iklim Sedang,Pembeku,5,37,Segar,Simpan Kiwi dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Melon,Buah Tropis,Pendingin,5,2,Segera,Simpan Melon di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Kentang,Sayuran Akar,Pendingin,7,23,Segar,Gunakan wadah tertutup saat menyimpan Kentang di rak kulkas.
Semangka,Buah Tropis,Pendingin,1,9,Segar,Bungkus Semangka dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Jeruk Bali,Buah Sitrus,Suhu Ruang,11,3,Segera,Pastikan Jeruk Bali berada di area kering agar tidak cepat lembap dan busuk.
Jeruk Nipis,Buah Sitrus,Pembeku,58,2,Segera,Simpan Jeruk Nipis dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Anggur,Buah Iklim Sedang,Pendingin,8,-1,Kadaluwarsa,Bungkus Anggur dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Bawang Merah,Sayuran Akar,Suhu Ruang,1,29,Segar,Simpan Bawang Merah di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Lemon,Buah Sitrus,Suhu Ruang,,-20,Kadaluwarsa,Letakkan Lemon di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Cabai Rawit,Cabai & Paprika,Pembeku,4,6,Segar,Pastikan Cabai Rawit sudah bersih dan kering sebelum dibekukan di freezer.
Kangkung,Sayuran Hijau,Suhu Ruang,,-20,Kadaluwarsa,Pastikan Kangkung berada di area kering agar tidak cepat lembap dan busuk.
Stroberi,Buah Beri,Pembeku,13,17,Segar,Pastikan Stroberi sudah bersih dan kering sebelum dibekukan di freezer.
Wortel,Sayuran Akar,Pembeku,60,-20,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Wortel tetap awet.
Bayam,Sayuran Hijau,Pembeku,1,29,Segar,Pastikan Bayam sudah bersih dan kering sebelum dibekukan di freezer.
Kentang,Sayuran Akar,Pendingin,15,15,Segar,Gunakan wadah tertutup saat menyimpan Kentang di rak kulkas.
Ubi Jalar,Sayuran Akar,Suhu Ruang,18,-4,Kadaluwarsa,Simpan Ubi Jalar di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Seledri,Sayuran Hijau,Pembeku,19,2,Segera,Gunakan wadah khusus freezer untuk menjaga nutrisi Seledri tetap awet.
Singkong,Sayuran Akar,Pembeku,30,0,Kadaluwarsa,Simpan Singkong dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Pisang,Buah Tropis,Pendingin,3,2,Segera,Gunakan wadah tertutup saat menyimpan Pisang di rak kulkas.
Jeruk,Buah Sitrus,Pendingin,21,0,Kadaluwarsa,Bungkus Jeruk dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Nanas,Buah Tropis,Pembeku,5,0,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Nanas tetap awet.
Kiwi,Buah Iklim Sedang,Pendingin,16,-2,Kadaluwarsa,Bungkus Kiwi dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
RaspBuah Beri,Buah Beri,Pendingin,4,1,Segera,Simpan RaspBuah Beri di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
BlueBuah Beri,Buah Beri,Pendingin,4,3,Segera,Gunakan wadah tertutup saat menyimpan BlueBuah Beri di rak kulkas.
Paprika,Cabai & Paprika,Pembeku,5,37,Segar,Pastikan Paprika sudah bersih dan kering sebelum dibekukan di freezer.
Pear,Buah Iklim Sedang,Pendingin,6,8,Segar,Simpan Pear di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Jeruk Nipis,Buah Sitrus,Suhu Ruang,2,5,Segar,Letakkan Jeruk Nipis di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Seledri,Sayuran Hijau,Suhu Ruang,1,1,Segera,Pastikan Seledri berada di area kering agar tidak cepat lembap dan busuk.
Cabai Merah,Cabai & Paprika,Suhu Ruang,3,2,Segera,Simpan Cabai Merah di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Stroberi,Buah Beri,Suhu Ruang,0,2,Segera,Letakkan Stroberi di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Pear,Buah Iklim Sedang,Suhu Ruang,60,4,Segar,Letakkan Pear di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Kentang,Sayuran Akar,Pembeku,8,6,Segar,Pastikan Kentang sudah bersih dan kering sebelum dibekukan di freezer.
Ubi Jalar,Sayuran Akar,Pendingin,23,7,Segar,Bungkus Ubi Jalar dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Kol,Sayuran Hijau,Pendingin,2,12,Segar,Bungkus Kol dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Bayam,Sayuran Hijau,Pembeku,0,5,Segar,Pastikan Bayam sudah bersih dan kering sebelum dibekukan di freezer.
Wortel,Sayuran Akar,Pendingin,15,6,Segar,Simpan Wortel di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Kangkung,Sayuran Hijau,Pembeku,4,26,Segar,Simpan Kangkung dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Bawang Putih,Sayuran Akar,Suhu Ruang,8,37,Segar,Simpan Bawang Putih di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Wortel,Sayuran Akar,Pendingin,18,3,Segera,Gunakan wadah tertutup saat menyimpan Wortel di rak kulkas.
Kunyit,Sayuran Akar,Suhu Ruang,18,-4,Kadaluwarsa,Simpan Kunyit di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Pakcoy,Sayuran Hijau,Pembeku,13,8,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Pakcoy tetap awet.
Bawang Merah,Sayuran Akar,Pembeku,51,37,Segar,Simpan Bawang Merah dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Wortel,Sayuran Akar,Pembeku,60,-1,Kadaluwarsa,Pastikan Wortel sudah bersih dan kering sebelum dibekukan di freezer.
Ubi Jalar,Sayuran Akar,Suhu Ruang,16,-2,Kadaluwarsa,Simpan Ubi Jalar di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Lemon,Buah Sitrus,Pendingin,23,-2,Kadaluwarsa,Gunakan wadah tertutup saat menyimpan Lemon di rak kulkas.
Lemon,Buah Sitrus,Pembeku,60,-3,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Lemon tetap awet.
Pear,Buah Iklim Sedang,Pembeku,60,-18,Kadaluwarsa,Pastikan Pear sudah bersih dan kering sebelum dibekukan di freezer.
Jahe,Sayuran Akar,Suhu Ruang,8,6,Segar,Simpan Jahe di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Kiwi,Buah Iklim Sedang,Pembeku,23,37,Segar,Simpan Kiwi dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Seledri,Sayuran Hijau,Pendingin,60,3,Segera,Bungkus Seledri dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Pear,Buah Iklim Sedang,Pendingin,8,6,Segar,Gunakan wadah tertutup saat menyimpan Pear di rak kulkas.
Tomat,Buah Tropis,Pembeku,1,4,Segar,Simpan Tomat dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Melon,Buah Tropis,Suhu Ruang,1,4,Segar,Simpan Melon di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Kol,Sayuran Hijau,Suhu Ruang,2,1,Segera,Pastikan Kol berada di area kering agar tidak cepat lembap dan busuk.
Sawi,Sayuran Hijau,Pendingin,1,-1,Kadaluwarsa,Bungkus Sawi dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Selada,Sayuran Hijau,Pendingin,60,2,Segera,Bungkus Selada dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Pisang,Buah Tropis,Pembeku,33,-3,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Pisang tetap awet.
Seledri,Sayuran Hijau,Pembeku,12,9,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Seledri tetap awet.
Bayam,Sayuran Hijau,Pendingin,4,1,Segera,Bungkus Bayam dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Nanas,Buah Tropis,Pembeku,23,-20,Segar,Simpan Nanas dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Cabai Rawit,Cabai & Paprika,Suhu Ruang,1,3,Segera,Pastikan Cabai Rawit berada di area kering agar tidak cepat lembap dan busuk.
Sawi,Sayuran Akar,Pembeku,24,6,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Sawi tetap awet.
Selada,Sayuran Hijau,Pendingin,,3,Segera,Bungkus Selada dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Jeruk Bali,Buah Sitrus,Suhu Ruang,3,11,Segar,Letakkan Jeruk Bali di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Ubi Jalar,Sayuran Akar,Suhu Ruang,17,-3,Kadaluwarsa,Simpan Ubi Jalar di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Bawang Merah,Sayuran Akar,Suhu Ruang,6,24,Segar,Simpan Bawang Merah di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
RaspBuah Beri,Buah Beri,Pendingin,0,5,Segar,Simpan RaspBuah Beri di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
Sawi,Sayuran Hijau,Pendingin,3,2,Segera,Bungkus Sawi dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Alpukat,Buah Tropis,Pendingin,7,0,Kadaluwarsa,Gunakan wadah tertutup saat menyimpan Alpukat di rak kulkas.
Jeruk Bali,Buah Sitrus,Pembeku,44,16,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Jeruk Bali tetap awet.
BlueBuah Beri,Buah Beri,Pendingin,2,5,Segar,Bungkus BlueBuah Beri dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Kol,Sayuran Hijau,Pendingin,12,2,Segera,Bungkus Kol dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Cabai Merah,Cabai & Paprika,Pendingin,18,-4,Kadaluwarsa,Bungkus Cabai Merah dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Cabai Rawit,Cabai & Paprika,Suhu Ruang,5,-1,Kadaluwarsa,Letakkan Cabai Rawit di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Tomat,Buah Tropis,Pembeku,6,37,Segar,Pastikan Tomat sudah bersih dan kering sebelum dibekukan di freezer.
Singkong,Sayuran Akar,Pendingin,9,-2,Kadaluwarsa,Gunakan wadah tertutup saat menyimpan Singkong di rak kulkas.
Nanas,Buah Tropis,Pembeku,9,21,Segar,Simpan Nanas dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jeruk,Sayuran Akar,Pendingin,12,9,Segar,Gunakan wadah tertutup saat menyimpan Jeruk di rak kulkas.
Melon,Sayuran Akar,Pembeku,5,25,Segar,Pastikan Melon sudah bersih dan kering sebelum dibekukan di freezer.
RaspBuah Beri,Buah Beri,Pembeku,0,2,Segera,Pastikan RaspBuah Beri sudah bersih dan kering sebelum dibekukan di freezer.
Jahe,Sayuran Akar,Pendingin,18,12,Segar,Gunakan wadah tertutup saat menyimpan Jahe di rak kulkas.
Wortel,Sayuran Akar,Pendingin,,-1,Kadaluwarsa,Bungkus Wortel dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Bayam,Sayuran Hijau,Pendingin,,5,Segar,Bungkus Bayam dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Stroberi,Buah Beri,Pembeku,27,3,Segera,Simpan Stroberi dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Sawi,Sayuran Hijau,Pembeku,1,0,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Sawi tetap awet.
Kiwi,Buah Iklim Sedang,Pembeku,60,-16,Kadaluwarsa,Pastikan Kiwi sudah bersih dan kering sebelum dibekukan di freezer.
Anggur,Buah Iklim Sedang,Pembeku,2,28,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Anggur tetap awet.
Alpukat,Buah Tropis,Suhu Ruang,5,3,Segera,Pastikan Alpukat berada di area kering agar tidak cepat lembap dan busuk.
Bawang Putih,Sayuran Akar,Pembeku,16,37,Segar,Pastikan Bawang Putih sudah bersih dan kering sebelum dibekukan di freezer.
Paprika,Cabai & Paprika,Pendingin,4,10,Segar,Bungkus Paprika dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Jeruk,Buah Sitrus,Pendingin,18,3,Segera,Gunakan wadah tertutup saat menyimpan Jeruk di rak kulkas.
Sawi,Sayuran Hijau,Suhu Ruang,0,1,Segera,Pastikan Sawi berada di area kering agar tidak cepat lembap dan busuk.
Jeruk Bali,Buah Sitrus,Pendingin,20,10,Segar,Bungkus Jeruk Bali dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Bawang Merah,Sayuran Akar,Pendingin,60,-10,Kadaluwarsa,Gunakan wadah tertutup saat menyimpan Bawang Merah di rak kulkas.
Bawang Putih,Sayuran Akar,Suhu Ruang,13,32,Segar,Simpan Bawang Putih di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Jahe,Sayuran Akar,Pembeku,16,37,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Jahe tetap awet.
Semangka,Buah Tropis,Suhu Ruang,4,3,Segera,Simpan Semangka di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Semangka,Buah Tropis,Suhu Ruang,6,1,Segera,Letakkan Semangka di suhu ruangan dalam wadah terbuka agar sirkulasi udara lancar.
Bawang Merah,Sayuran Akar,Pendingin,23,37,Segar,Gunakan wadah tertutup saat menyimpan Bawang Merah di rak kulkas.
Melon,Buah Tropis,Pendingin,4,3,Segera,Simpan Melon di dalam laci khusus sayuran agar kesegarannya terjaga optimal.
BlueBuah Beri,Sayuran Akar,Pendingin,7,0,Kadaluwarsa,Gunakan wadah tertutup saat menyimpan BlueBuah Beri di rak kulkas.
Kentang,Sayuran Akar,Pembeku,60,0,Kadaluwarsa,Simpan Kentang dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jeruk,Buah Sitrus,Pembeku,4,37,Segar,Pastikan Jeruk sudah bersih dan kering sebelum dibekukan di freezer.
Ubi Jalar,Sayuran Akar,Pembeku,60,29,Segar,Pastikan Ubi Jalar sudah bersih dan kering sebelum dibekukan di freezer.
Wortel,Sayuran Akar,Suhu Ruang,1,4,Segar,Simpan Wortel di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Pear,Buah Iklim Sedang,Pembeku,60,-16,Kadaluwarsa,Simpan Pear dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Nanas,Buah Tropis,Pembeku,26,4,Segar,Simpan Nanas dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Mangga,Buah Tropis,Pembeku,7,23,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Mangga tetap awet.
Kangkung,Sayuran Akar,Suhu Ruang,0,1,Segera,Simpan Kangkung di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
RaspBuah Beri,Buah Beri,Pendingin,6,-1,Kadaluwarsa,Gunakan wadah tertutup saat menyimpan RaspBuah Beri di rak kulkas.
RaspBuah Beri,Buah Beri,Pembeku,6,15,Segar,Pastikan RaspBuah Beri sudah bersih dan kering sebelum dibekukan di freezer.
Ubi Jalar,Sayuran Akar,Pendingin,27,3,Segera,Gunakan wadah tertutup saat menyimpan Ubi Jalar di rak kulkas.
Brokoli,Sayuran Hijau,Pembeku,19,11,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Brokoli tetap awet.
Tomat,Buah Tropis,Pembeku,3,37,Segar,Simpan Tomat dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Selada,Sayuran Hijau,Suhu Ruang,0,-20,Segera,Pastikan Selada berada di area kering agar tidak cepat lembap dan busuk.
Nanas,Buah Tropis,Pendingin,5,2,Segera,Bungkus Nanas dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Cabai Merah,Cabai & Paprika,Suhu Ruang,6,-1,Kadaluwarsa,Simpan Cabai Merah di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Seledri,Sayuran Hijau,Pembeku,22,-20,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Seledri tetap awet.
Paprika,Cabai & Paprika,Pembeku,60,-8,Kadaluwarsa,Pastikan Paprika sudah bersih dan kering sebelum dibekukan di freezer.
Kol,Sayuran Akar,Pembeku,1,29,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Kol tetap awet.
Apel,Buah Iklim Sedang,Pendingin,1,20,Segar,Bungkus Apel dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Alpukat,Buah Tropis,Pembeku,8,22,Segar,Pastikan Alpukat sudah bersih dan kering sebelum dibekukan di freezer.
Alpukat,Buah Tropis,Pembeku,9,21,Segar,Simpan Alpukat dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Seledri,Sayuran Hijau,Pembeku,0,21,Segar,Simpan Seledri dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jeruk Nipis,Buah Sitrus,Pendingin,14,0,Kadaluwarsa,Gunakan wadah tertutup saat menyimpan Jeruk Nipis di rak kulkas.
Wortel,Sayuran Akar,Suhu Ruang,3,2,Segera,Simpan Wortel di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Cabai Merah,Cabai & Paprika,Pembeku,21,37,Segar,Simpan Cabai Merah dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Kunyit,Sayuran Akar,Suhu Ruang,,6,Segar,Simpan Kunyit di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Bawang Merah,Sayuran Akar,Suhu Ruang,31,-1,Kadaluwarsa,Simpan Bawang Merah di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Wortel,Sayuran Akar,Pembeku,60,-6,Kadaluwarsa,Simpan Wortel dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Singkong,Sayuran Akar,Pendingin,7,0,Kadaluwarsa,Gunakan wadah tertutup saat menyimpan Singkong di rak kulkas.
Kunyit,Sayuran Akar,Pembeku,60,-1,Kadaluwarsa,Pastikan Kunyit sudah bersih dan kering sebelum dibekukan di freezer.
Kiwi,Buah Iklim Sedang,Suhu Ruang,0,5,Segar,Pastikan Kiwi berada di area kering agar tidak cepat lembap dan busuk.
Semangka,Buah Tropis,Pembeku,19,11,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Semangka tetap awet.
Jahe,Sayuran Akar,Pembeku,17,37,Segar,Pastikan Jahe sudah bersih dan kering sebelum dibekukan di freezer.
Tomat,Buah Tropis,Pembeku,52,8,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Tomat tetap awet.
Mangga,Buah Tropis,Pembeku,24,6,Segar,Simpan Mangga dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Kentang,Sayuran Akar,Pendingin,31,-1,Kadaluwarsa,Bungkus Kentang dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Mangga,Buah Tropis,Suhu Ruang,4,1,Segera,Simpan Mangga di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Jeruk Bali,Buah Sitrus,Pendingin,25,5,Segar,Bungkus Jeruk Bali dengan tisu dapur lalu masukkan ke dalam wadah kulkas.
Brokoli,Sayuran Akar,Pembeku,35,-5,Kadaluwarsa,Pastikan Brokoli sudah bersih dan kering sebelum dibekukan di freezer.
Apel,Buah Iklim Sedang,Suhu Ruang,3,4,Segar,Simpan Apel di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Paprika,Cabai & Paprika,Suhu Ruang,4,1,Segera,Simpan Paprika di tempat sejuk yang terhindar dari paparan sinar matahari langsung.
Kentang,Sayuran Akar,Suhu Ruang,16,-2,Kadaluwarsa,Simpan Kentang di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Kunyit,Sayuran Akar,Pembeku,10,37,Segar,Gunakan wadah khusus freezer untuk menjaga nutrisi Kunyit tetap awet.
Cabai Rawit,Cabai & Paprika,Pembeku,29,31,Segar,Simpan Cabai Rawit dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Singkong,Sayuran Akar,Pembeku,20,10,Segar,Simpan Singkong dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Apel,Buah Iklim Sedang,Pendingin,13,8,Segar,Gunakan wadah tertutup saat menyimpan Apel di rak kulkas.
Sawi,Sayuran Hijau,Pembeku,36,-6,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Sawi tetap awet.
Melon,Buah Tropis,Pembeku,9,21,Segar,Simpan Melon dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jahe,Sayuran Akar,Pendingin,10,20,Segar,Gunakan wadah tertutup saat menyimpan Jahe di rak kulkas.
RaspBuah Beri,Buah Beri,Pembeku,7,14,Segar,Pastikan RaspBuah Beri sudah bersih dan kering sebelum dibekukan di freezer.
Bawang Putih,Sayuran Akar,Pendingin,60,6,Segar,Gunakan wadah tertutup saat menyimpan Bawang Putih di rak kulkas.
Kunyit,Sayuran Akar,Suhu Ruang,3,11,Segar,Simpan Kunyit di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Kunyit,Sayuran Akar,Suhu Ruang,12,2,Segera,Simpan Kunyit di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Bayam,Sayuran Hijau,Pendingin,5,0,Kadaluwarsa,Bungkus Bayam dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Seledri,Sayuran Hijau,Pendingin,7,0,Kadaluwarsa,Bungkus Seledri dengan tisu dapur lembap dalam wadah tertutup agar tidak cepat layu.
Selada,Sayuran Hijau,Pembeku,21,9,Segar,Simpan Selada dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Selada,Sayuran Hijau,Pembeku,33,-3,Kadaluwarsa,Simpan Selada dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Tomat,Buah Tropis,Pembeku,60,-4,Kadaluwarsa,Pastikan Tomat sudah bersih dan kering sebelum dibekukan di freezer.
Pepaya,Buah Tropis,Pembeku,11,19,Segar,Simpan Pepaya dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Bayam,Sayuran Hijau,Pembeku,35,-5,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Bayam tetap awet.
Wortel,Sayuran Akar,Pembeku,60,-9,Kadaluwarsa,Simpan Wortel dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Apel,Sayuran Akar,Suhu Ruang,0,7,Segar,Simpan Apel di tempat gelap dan kering untuk mencegah tumbuhnya tunas.
Pear,Buah Iklim Sedang,Pembeku,18,-4,Kadaluwarsa,Gunakan wadah khusus freezer untuk menjaga nutrisi Pear tetap awet.
Tomat,Sayuran Akar,Pembeku,60,-15,Kadaluwarsa,Pastikan Tomat sudah bersih dan kering sebelum dibekukan di freezer.
Lemon,Buah Sitrus,Suhu Ruang,0,7,Segar,Pastikan Lemon berada di area kering agar tidak cepat lembap dan busuk.
Seledri,Sayuran Hijau,Pembeku,17,4,Segar,Simpan Seledri dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Wortel,Sayuran Akar,Pendingin,13,8,Segar,Gunakan wadah tertutup saat menyimpan Wortel di rak kulkas.
Pakcoy,Sayuran Hijau,Pembeku,10,11,Segar,Pastikan Pakcoy sudah bersih dan kering sebelum dibekukan di freezer.
Ubi Jalar,Sayuran Akar,Pembeku,60,-20,Kadaluwarsa,Simpan Ubi Jalar dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Jeruk,Buah Sitrus,Pendingin,9,12,Segar,Gunakan wadah tertutup saat menyimpan Jeruk di rak kulkas.
Paprika,Cabai & Paprika,Pembeku,26,34,Segar,Simpan Paprika dalam kantong ziplock kedap udara untuk penggunaan jangka panjang.
Alpukat,Buah Tropis,Suhu Ruang,3,0,Kadaluwarsa,Pastikan Alpukat berada di area kering agar tidak cepat lembap dan busuk.
